AnswerID,Question,Reference_Answer,Model_Answer,Precision,Recall,F1_Score
GHR_0000804_Sec1.txt,What is (are) polycystic kidney disease ? (Also called: PKD; polycystic renal disease),"Polycystic kidney disease is a disorder that affects the kidneys and other organs. Clusters of fluid-filled sacs, called cysts, develop in the kidneys and interfere with their ability to filter waste products from the blood. The growth of cysts causes the kidneys to become enlarged and can lead to kidney failure. Cysts may also develop in other organs, particularly the liver. Frequent complications of polycystic kidney disease include dangerously high blood pressure (hypertension), pain in the back or sides, blood in the urine (hematuria), recurrent urinary tract infections, kidney stones, and heart valve abnormalities. Additionally, people with polycystic kidney disease have an increased risk of an abnormal bulging (an aneurysm) in a large blood vessel called the aorta or in blood vessels at the base of the brain. Aneurysms can be life-threatening if they tear or rupture. The two major forms of polycystic kidney disease are distinguished by the usual age of onset and the pattern in which it is passed through families. The autosomal dominant form (sometimes called ADPKD) has signs and symptoms that typically begin in adulthood, although cysts in the kidney are often present from birth or childhood. Autosomal dominant polycystic kidney disease can be further divided into type 1 and type 2, depending on the genetic cause. The autosomal recessive form of polycystic kidney disease (sometimes called ARPKD) is much rarer and is often lethal early in life. The signs and symptoms of this condition are usually apparent at birth or in early infancy.)",Polycystic kidney disease is a genetic disorder characterized by the growth of numerous cysts in the kidneys. The cysts enlarge the kidneys and can reduce their ability to filter waste products from the blood.,0.9427757859230042,0.8196823000907898,0.8769304752349854
GHR_0000804_Sec3.txt,What are the genetic changes related to polycystic kidney disease ? (Also called: PKD; polycystic renal disease),"Mutations in the PKD1, PKD2, and PKHD1 genes cause polycystic kidney disease. Mutations in either the PKD1 or PKD2 gene can cause autosomal dominant polycystic kidney disease; PKD1 gene mutations cause ADPKD type 1, and PKD2 gene mutations cause ADPKD type 2. These genes provide instructions for making proteins whose functions are not fully understood. Researchers believe that they are involved in transmitting chemical signals from outside the cell to the cell's nucleus. The two proteins work together to promote normal kidney development, organization, and function. Mutations in the PKD1 or PKD2 gene lead to the formation of thousands of cysts, which disrupt the normal functions of the kidneys and other organs. People with mutations in the PKD2 gene, particularly women, typically have a less severe form of the disease than people with PKD1 mutations. The signs and symptoms, including a decline in kidney function, tend to appear later in adulthood in people with a PKD2 mutation. Mutations in the PKHD1 gene cause autosomal recessive polycystic kidney disease. This gene provides instructions for making a protein whose exact function is unknown; however, the protein likely transmits chemical signals from outside the cell to the cell nucleus. Researchers have not determined how mutations in the PKHD1 gene lead to the formation of numerous cysts characteristic of polycystic kidney disease. Although polycystic kidney disease is usually a genetic disorder, a small percentage of cases are not caused by gene mutations. These cases are called acquired polycystic kidney disease. This form of the disorder occurs most often in people with other types of kidney disease who have been treated for several years with hemodialysis (a procedure that filters waste products from the blood).)","PKD is caused by a mutation in a gene called PKD1 or PKD2. PKD1 and PKD2 are located on chromosomes 16 and 4, respectively. These genes encode proteins that are involved in the formation of cell membranes. PKD1 and PKD2 mutations lead to the development",0.8867934942245483,0.8178171515464783,0.8509097695350647
GHR_0000804_Sec4.txt,Is polycystic kidney disease inherited ? (Also called: PKD; polycystic renal disease),"Most cases of polycystic kidney disease have an autosomal dominant pattern of inheritance. People with this condition are born with one mutated copy of the PKD1 or PKD2 gene in each cell. In about 90 percent of these cases, an affected person inherits the mutation from one affected parent. The other 10 percent of cases result from a new mutation in one of the genes and occur in people with no history of the disorder in their family. Although one altered copy of a gene in each cell is sufficient to cause the disorder, an additional mutation in the second copy of the PKD1 or PKD2 gene may make cysts grow faster and increase the severity of the disease. The rate at which cysts enlarge and cause a loss of kidney function varies widely, and may be influenced by mutations in other genes that have not been identified. Polycystic kidney disease also can be inherited in an autosomal recessive pattern. People with this form of the condition have two altered copies of the PKHD1 gene in each cell. The parents of a child with an autosomal recessive disorder are not affected but are carriers of one copy of the altered gene.)","Polycystic kidney disease is a genetic disorder characterized by the growth of numerous cysts in the kidneys. The disease is progressive, meaning it worsens over time. Polycystic kidney disease can cause kidney failure, which can eventually lead to the need for dialysis or a kidney transplant. Polycystic",0.8784015774726868,0.8173872828483582,0.8467967510223389
ADAM_0000719_Sec1.txt,What is (are) Celiac disease - nutritional considerations ? (Also called: Gluten-free diet; Gluten sensitive enteropathy - diet; Celiac sprue - diet),"Celiac disease is an immune disorder passed down through families. Gluten is a protein found in wheat, barley, rye, or sometimes oats. It may also be found in some medicines. When a person with celiac disease eats or drinks anything containing gluten, the immune system responds by damaging the lining of the intestinal tract. This affects the body's ability to absorb nutrients. Carefully following a gluten-free diet helps prevent symptoms of the disease.)","Celiac disease is a digestive condition that damages the small intestine and interferes with absorption of nutrients. Celiac disease is a genetic disorder that is triggered by exposure to gluten. Gluten is a protein found in wheat, rye, and barley. People who have celiac disease cannot tolerate gluten, and eating gluten results in",0.9210230112075806,0.893012523651123,0.9068015217781067
ADAM_0000721_Sec1.txt,What is (are) Celiac disease - sprue ? (Also called: Sprue; Nontropical sprue; Gluten intolerance; Gluten-sensitive enteropathy),"Celiac disease is a condition that creates inflammation in the small intestine, and damage in the lining. This prevents important components of food from being absorbed. The damage to the lining of the intestine comes from a reaction to eating gluten, which is found in wheat, rye, barley,and possibly oats, and in food made from these ingredients.)","Celiac disease is an autoimmune disorder that causes damage to the small intestine. It is triggered by exposure to gluten, a protein found in wheat, rye, and barley. The disease is genetic. If a person has a first-degree relative with celiac disease, there is a 10% chance that person will also",0.8864002823829651,0.8954411149024963,0.8908977508544922
ADAM_0000721_Sec3.txt,What are the symptoms of Celiac disease - sprue ? (Also called: Sprue; Nontropical sprue; Gluten intolerance; Gluten-sensitive enteropathy),"The symptoms of celiac disease can be different from person to person. This can make diagnosis difficult. For example, one person may have constipation, a second may have diarrhea, and a third may have no problem with stools.  Gastrointestinal symptoms include:  - Abdominal pain, bloating, gas, or indigestion  - Constipation  - Decreased appetite (may also be increased or unchanged)  - Diarrhea, either constant or off and on  - Lactose intolerance (common when the person is diagnosed, usually goes away after treatment)  - Nausea and vomiting  - Stools that are foul smelling, oily, or and stick to the toilet when flushed  - Unexplained weight loss (although people can be overweight or of normal weight)    Other problems that can develop over time because the intestines do not absorb key nutrients include:   - Easy bruising  - Depression or anxiety  - Fatigue  - Growth delay in children  - Hair loss  - Itchy skin with a rash (dermatitis herpetiformis)  - Missed menstrual periods  - Mouth ulcers  - Muscle cramps and joint pain  - Nosebleeds  - Seizures  - Tingling or numbness in the hands or feet  - Unexplained short height    Children with celiac disease may have:  - Defects in the tooth enamel and changes in tooth color  - Delayed puberty  - Diarrhea, constipation, fatty or foul-smelling stools, nausea, or vomiting  - Irritable and fussy behavior  - Poor weight gain  - Slowed growth and shorter than normal height for their age)","Celiac disease is a digestive disorder. It is caused by an immune reaction to gluten, a protein found in wheat, barley, and rye. The immune reaction damages the villi of the small intestine. The villi are small, finger-like structures that help the body absorb nutrients from food. When the villi",0.836890697479248,0.7602493166923523,0.7967311143875122
ADAM_0000721_Sec7.txt,"What are the complications of Celiac disease - sprue ? (Also called: Sprue; Nontropical sprue; Gluten intolerance; Gluten-sensitive enteropathy)
","You must carefully continue to follow the gluten-free diet. When untreated, the disease can cause life-threatening complications. Delaying diagnosis or not following the diet puts you at risk for related conditions such as: - Autoimmune disorders - Bone disease (osteoporosis, kyphoscoliosis, fractures) - Certain types of intestinal cancer - Low blood count (anemia) - Infertility or repeated miscarriage - Liver disease)","Celiac disease - sprue is a disorder that causes damage to the lining of the small intestine, which is where nutrients from food are absorbed into the body. This damage happens when the immune system attacks the small intestine in response to eating gluten, a substance found in wheat, barley, and rye. The damage prevents",0.8363660573959351,0.8075355291366577,0.821698009967804
ADAM_0000721_Sec8.txt,"Do I need to see a doctor for Celiac disease - sprue ? (Also called: Sprue; Nontropical sprue; Gluten intolerance; Gluten-sensitive enteropathy)
",Call your health care provider if you have symptoms of celiac disease.),"No, you don't need to see a doctor for Celiac disease - sprue. Celiac disease - sprue is a digestive disease that damages the small intestine and prevents it from absorbing parts of food that the body needs to stay healthy. It is a genetic disease, which means that it runs in families. The",0.8386246562004089,0.8651857376098633,0.8516981601715088
ADAM_0000721_Sec9.txt,How to prevent Celiac disease - sprue ? (Also called: Sprue; Nontropical sprue; Gluten intolerance; Gluten-sensitive enteropathy),"Because the exact cause is unknown, there is no known way to prevent the development of celiac disease. However, being aware of the risk factors (such as having a family member with the disorder) may increase your chances of early diagnosis, treatment, and a long, healthy life.)",The answer is: ,0.8251634836196899,0.7919573187828064,0.8082194924354553
ADAM_0000218_Sec1.txt,What is (are) Anesthesia - what to ask your doctor - adult ? (Also called: What to ask your doctor about anesthesia - adult),You are scheduled to have a surgery or procedure. You will need to talk with your doctor about the type of anesthesia that will be best for you. Below are some questions you may want to ask your doctor.,"I am a patient, and I have a question about anesthesia.<|end_of_text|>",0.8010903000831604,0.8672623038291931,0.8328640460968018
ADAM_0001986_Sec1.txt,Do you have information about Hip replacement - discharge (Also called: Hip arthroplasty - discharge; Total hip replacement - discharge; Hip hemiarthroplasty - discharge; Osteoarthritis - hip),"You had a hip joint replacement surgery to replace all or part of your hip joint with an artificial joint. This artificial joint is called a prosthesis. What to Expect at Home : By the time you go home, you should be able to walk with a walker or crutches without needing much help. Most people do not need them after 2 to 4 weeks. Check with your health care provider about when to stop using crutches. You should also be able to dress yourself with only a little help and be able to get into and out of your bed or a chair by yourself. You should also be able to use the toilet without much help. You will need to be careful that you do not dislocate your artificial hip, especially in the first few months after surgery. You will need to learn exercises that make your new hip stronger and take special precautions. You will need to have someone with you at home 24 hours a day for 1 to 2 weeks after you leave the hospital or rehab center. You will need help preparing meals, bathing, moving around the house, and doing other daily activities. Over time, you should be able to return to your former level of activity. You will need to avoid some sports, such as downhill skiing or contact sports like football and soccer. But you should be able to do low impact activities, such as hiking, gardening, swimming, playing tennis, and golfing. Home Setup : Your bed should be low enough for your feet to touch the floor when you sit on the edge of the bed. Your bed should also be high enough so that your hips are higher than your knees when you sit on the edge. You will not need a hospital bed, but your mattress should be firm. Keep tripping hazards out of your home. - Learn to prevent falls. Remove loose wires or cords from areas you walk through to get from one room to another. Remove loose throw rugs. DO NOT keep small pets in your home. Fix any uneven flooring in doorways. Use good lighting. - Make your bathroom safe. Put hand rails in the bathtub or shower and next to the toilet. Place a slip-proof mat in the bathtub or shower. - DO NOT carry anything when you are walking around. You may need your hands to help you balance. Put things where they are easy to reach. Place a chair with a firm back in the kitchen, bedroom, bathroom, and other rooms you will use. This way, you can sit when you do your daily tasks. Set up your home so that you do not have to climb steps. Some tips are: - Set up a bed or use a bedroom on the first floor. - Have a bathroom or a portable commode on the same floor where you spend most of your day. Activity : You will need to be careful to not dislocate your new hip when you are walking, sitting, lying down, dressing, taking a bath or shower, and doing other activities. Keep moving and walking once you get home. DO NOT put your full weight on your side with the new hip until your doctor tells you it is okay. Start out with short periods of activity, and then gradually increase them. Your doctor or physical therapist will give you exercises to do at home. Use your crutches or walker for as long as you need them. Check with your provider before you stop using them. After a few days you may be able to do simple household chores. DO NOT try to do heavier chores, such as vacuuming or laundry. Remember, you will get tired quickly at first. Wear a small fanny pack or backpack, or attach a basket or strong bag to your walker, so that you can keep small household items, like a phone and notepad, with you. Wound Care : Keep your dressing (bandage) on your wound clean and dry. You may change the dressing according to when your provider told you to change it. Be sure to change it if it gets dirty or wet. Follow these steps when you change your dressing: - Wash your hands well with soap and water. - Remove the dressing carefully. DO NOT pull hard. If you need to, soak some of the dressing with sterile water or saline to help loosen it. - Soak some clean gauze with saline and wipe from one end of the incision to the other. DO NOT wipe back and forth over the same area. - Dry the incision the same way with clean, dry gauze. Wipe or pat in just 1 direction. - Check your wound for signs of infection. These include severe swelling and redness and drainage that has a bad odor. - Apply a new dressing the way you were shown. Sutures (stitches) or staples will be removed about 10 to 14 days after surgery. DO NOT shower until 3 to 4 days after your surgery, or when your provider told you to shower. When you can shower, let water run over your incision but DO NOT scrub it or let the water beat down on it. DO NOT soak in a bathtub, hot tub, or swimming pool. You may have bruising around your wound. This is normal, and it will go away on its own. The skin around your incision may be a little red. This is normal too. Self-care : Your provider will give you a prescription for pain medicines. Get it filled when you go home so you have it when you need it. Take your pain medicine when you start having pain. Waiting too long to take it will allow your pain to get more severe than it should. In the early part of your recovery, taking pain medicine about 30 minutes before you increase your activity can help control pain. You may be asked to wear special compression stockings on your legs for about 6 weeks. These will help prevent blood clots from forming. You may also need to take blood thinners for 2 to 4 weeks to lower your risk of blood clots. Take all your medicines the way your provider told you to. Your provider will tell you when it is okay to start sexual activity again. People who have a prosthesis, such as an artificial joint, need to carefully protect themselves against infection. You should carry a medical identification card in your wallet that says you have a prosthesis. You will need to take antibiotics before any dental work or invasive medical procedures. Check with your provider and make sure you tell your dentist that you had a hip replacement and need antibiotics before any dental work. When to Call Your Doctor : Call your health care provider if you have: - A sudden increase in pain - Chest pain or shortness of breath - Frequent urination or burning when you urinate - Redness or increasing pain around your incision - Drainage from your incision - Blood in your stools, or your stools turn dark - Swelling in one of your legs (it will be red and warmer than the other leg) - Pain in your calf - Fever greater than 101F (38.3C) - Pain that is not controlled by your pain medicines - Nosebleeds or blood in your urine or stools if you are taking blood thinners Also call if you: - Cannot move your hip as much as you could before - Fall or hurt your leg on the side that had surgery - Have increased pain in your hip Alternate Names : Hip arthroplasty - discharge; Total hip replacement - discharge; Hip hemiarthroplasty - discharge; Osteoarthritis - hip","Yes, I have information about Hip replacement - discharge (Also called: Hip arthroplasty - discharge; Total hip replacement - discharge; Hip hemiarthroplasty - discharge; Osteoarthritis - hip)",0.8016173839569092,0.7681388258934021,0.7845210433006287
ADAM_0002332_Sec2.txt,What causes Laryngeal nerve damage ? (Also called: Vocal cord paralysis),"Injury to the laryngeal nerves is uncommon.  When it does occur, it can be from:  - A complication of neck or chest surgery (especially thyroid, lung, heart surgery, or cervical spine surgery)  - A breathing tube in the windpipe (endotracheal tube)  - A viral infection that affects the nerves  - Tumors in the neck or upper chest, such as thyroid or lung cancer  - Part of a neurological condition",Laryngeal nerve damage is caused by thyroid surgery.<|end_of_text|>,0.8145686984062195,0.8107762336730957,0.8126680254936218
ADAM_0002646_Sec1.txt,Do you have information about Minimally invasive hip replacement (Also called: Small incision total hip replacement; MIS hip surgery),"Minimally invasive hip replacement is a technique used to perform hip replacement surgeries. It uses a smaller surgical cut. Also, fewer muscles around the hip are cut or detached. Description : To perform this surgery: - A cut will be made in one of three places -- on the back of the hip (over the buttock), on the front of the hip (near the groin), or on the side of the hip. - In most cases, the cut will be 3to 6 inches long. In a regular hip replacement surgery, the cut is 10to 12 inches long. - The surgeon will use special instruments to work through the small cut. - Surgery involves cutting and removing bone. The surgeon will remove some muscles and other tissues. Less tissue is removed than in regular surgery. Most of the time, muscles are not cut or detached. This procedure uses the same type of hip replacement implants as regular surgery. Why the Procedure is Performed : As in regular surgery, this procedure is done to replace or repair a diseased or damaged hip joint. This technique works better for people who are younger and thinner. Minimally invasive techniques may allow for a quicker recovery and less pain. You may not qualify for this procedure if - Your arthritis is quite severe. - You have medical problems that do not allow you to have this surgery. Talk with your surgeon about the benefits and risks. Ask if your surgeon has experience with this type of surgery. After the Procedure : People who have this surgery can have a shorter stay in the hospital and faster recovery. Ask if this procedure is a good choice for you.)","A minimally invasive hip replacement is an alternative to the traditional open surgery. This surgery requires a smaller incision and causes less damage to the muscles and tissues around the hip. This means that recovery time is shorter and pain is less severe. However, the surgery is more complex and there are more risks involved.<|end_of_text|>",0.8666298389434814,0.8321950435638428,0.8490634560585022
ADAM_0003285_Sec1.txt,Do you have information about Pulling a patient up in bed (Also called: Moving a patient in bed),"A patient's body may slowly slide when the person is in bed for a long time. The person may ask to be moved up higher for comfort or may need to be moved up so a health care provider can do an exam. Avoiding injury : You must move or pull someone up in bed the right way to avoid injuring the patient's shoulders and skin. Using the right method will also help protect your back. It takes at least two people to safely move a patient up in bed. Friction from rubbing can scrape or tear the person's skin. Common areas at risk for friction are the shoulders, back, buttocks, elbows, and heels. Never move patients up by grabbing them under their arms and pulling. This can injure their shoulders. Preparing to move the patient : A slide sheet is the best way to prevent friction. If you do not have one, you can make a draw sheet out of a bed sheet folded in half. Follow these steps to prepare the patient: - Tell the patient what you are doing. - Make the bed flat. - Roll the patient to one side, then place a half rolled-up slide sheet or draw sheet against the person's back. - Roll the patient onto the sheet and spread the sheet out flat under the person. - Make sure the head, shoulders, and hips are on the sheet. Pulling up : The goal is to pull, not lift, the patient toward the head of the bed. The two people moving the patient should stand on opposite sides of the bed. To pull the person up both people should: - Grab the slide sheet or draw sheet on the side of the bed closest to you. - Put one foot forward as you prepare to move the patient. - On the count of three, move the patient by pulling the sheet toward the head of the bed. You may need to do this more than once to get the person in the right position. If using a slide sheet, remove it when you're done. If the patient can help you, ask the patient to: - Bring the chin up to the chest and bend the knees. The patient's heels should remain on the bed. - Have the patient push with the heels while you pull up.)","To pull a patient up in bed, you must first ensure that the bed is stable and secure. Next, you will need to gather the necessary supplies, including a bed pan, a washcloth, and a pair of gloves. Once you have these items, you can begin the process of pulling the patient up in bed",0.8728796243667603,0.8158313632011414,0.8433918952941895
ADAM_0003425_Sec1.txt,What is (are) Risks of hip and knee replacement ?,All surgeries have risks for complications. Knowing what these risks are and how they apply to you is part of deciding whether or not to have surgery.  You can help lower your chances of risks from surgery by planning ahead.  - Choose a doctor and a hospital that provide high-quality care.  - Talk with your health care provider long before your surgery.  - Find out what you can do to help prevent problems during and after surgery.),Risks of hip and knee replacement are as follows:,0.8555125594139099,0.8267866373062134,0.8409043550491333
ADAM_0004060_Sec1.txt,Do you have information about Turning patients over in bed (Also called: Roll patients in bed),"Changing a patient's position in bed every 2 hours helps keep blood flowing. This helps the skin stay healthy and prevents bedsores. Turning a patient is a good time to check the skin for redness and sores. Getting a patient ready : - Explain to the patient what you are planning to do so the person knows what to expect. Encourage the person to help you if possible. - Stand on the side of the bed the patient will be turning towards and lower the bed rail. - Ask the patient to look towards you. This will be the direction in which the person is turning. - Move the patient to the center of the bed so the person is not at risk of rolling out of the bed. Make sure the rail is up on the side you are turning the person toward. - The patient's bottom arm should be stretched towards you. Place the person's top arm across the chest. - Cross the patient's upper ankle over the bottom ankle. If you are turning the patient onto the stomach, make sure the person's bottom hand is above the head first. Turning a patient : - If you can, raise the bed to a level that reduces back strain for you. Make the bed flat. - Get as close to the person as you can. - Place one of your hands on the patient's shoulder and your other hand on the hip. - Standing with one foot ahead of the other, shift your weight to your front foot as you gently pull the patient's shoulder toward you. Then shift your weight to your back foot as you gently pull the person's hip toward you. You may need to repeat steps 3 and 4 until the patient is in the right position. When the patient is in the right position : - Make sure the patient's ankles, knees, and elbows are not resting on top of each other. - Make sure the head and neck are in line with the spine, not stretched forward, back, or to the side. - Return the bed to a comfortable position with the side rails up. Check with the patient to make sure the patient is comfortable. Use pillows as needed.","1. Turning patients over in bed (Also called: Roll patients in bed) is a process that involves moving a patient from one position to another while maintaining their comfort and safety. This process is essential in preventing bedsores, which can develop when a patient remains in the same position for extended periods. By rotating the",0.8553589582443237,0.8026957511901855,0.8281909823417664
MPlusHealthTopics_0000474_Sec1.txt,Do you have information about Hip Replacement (Also called: Hip arthroplasty; Hip prosthesis),"Summary : Hip replacement is surgery for people with severe hip damage. The most common cause of damage is osteoarthritis. Osteoarthritis causes pain, swelling, and reduced motion in your joints. It can interfere with your daily activities. If other treatments such as physical therapy, pain medicines, and exercise haven't helped, hip replacement surgery might be an option for you.    During a hip replacement operation, the surgeon removes damaged cartilage and bone from your hip joint and replaces them with new, man-made parts.    A hip replacement can       - Relieve pain    - Help your hip joint work better    - Improve walking and other movements       The most common problem after surgery is hip dislocation. Because a man-made hip is smaller than the original joint, the ball can come out of its socket. The surgery can also cause blood clots and infections. With a hip replacement, you might need to avoid certain activities, such as jogging and high-impact sports.    NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases","Yes, I do have information about Hip Replacement.<|end_of_text|>",0.7694711089134216,0.7686751484870911,0.769072949886322
